5467,Eugenia lancetillae Standl.
5468,Bobea sandwicensis Hillebr.
5469,
5470,
5471,Exocarpos gaudichaudii var. foliosa A.Gray
5472,
5473,Ternstroemia landae Standl. & L.O.Williams
5474,Nothocestrum breviflorum A.Gray
5475,Hampea reynae Fryxell
5476,Eurya sandwicensis A.Gray
5477,Lonchocarpus retiferus Standl. & L.O.Williams
5478,Hibiscadelphus hualalaiensis Rock
5479,
5480,Wikstroemia bicornuta Hillebr.
5481,
5482,Viburnum elatum Benth.
5483,Garcinia quaesita Pierre
5484,
5485,Garcinia zeylanica Roxb.
5486,Garcinia hermonii Kosterm.
5487,Wimmeria acuminata L.O.Williams
5488,
5489,Garcinia thwaitesii Pierre
5490,Wimmeria montana Lundell
5491,Calophyllum tomentosum Wight
5492,Platymiscium albertinae Standl. & L.O.Williams
5493,Calophyllum trapezifolium Thwaites
5494,Calophyllum cuneifolium Thwaites
5495,Calophyllum walkeri Wight
5496,Calophyllum thwaitesii Planch. & Triana
5497,Quercus depressa Humb. & Bonpl.
5498,Quercus devia Goldman
5499,Quercus fulva Liebm.
5500,Quercus hypoxantha Trel.
5501,Quercus martinezii C.H.Mull.
5502,Quercus peninsularis Trel.
5503,Quercus planipocula Trel.
5504,Quercus praineana Trel.
5505,Quercus rysophylla Weath.
5506,Quercus uxoris McVaugh
5507,Tontelea hondurensis A.C.Sm.
5508,Couratari scottmorii Prance
5509,Gustavia verticillata Miers
5510,Dalbergia funera Standl.
5511,Poupartia borbonica J.F.Gmel.
5512,Hernandia mascarenensis (Meisn.) Kubitzki
5513,Alfaroa mexicana D.E.Stone
5514,
5515,
5516,
5517,Hampea breedlovei Fryxell
5518,Hampea montebellensis Fryxell
5519,Robinsonella mirandae Gómez Pompa
5520,Clermontia tuberculata C.N.Forbes
5521,Cyanea procera Hillebr.
5522,Dubautia arborea (A.Gray) D.D.Keck
5523,Cryptocarya mannii Hillebr.
5524,Cheirodendron forbesii (Sherff) Lowry
5525,Hibiscadelphus bombycinus C.N.Forbes
5526,Kokia lanceolata Lewton
5527,Diospyros moonii Thwaites
5528,Calophyllum cordato-oblongum Thwaites
5529,Diospyros oppositifolia Thwaites
5530,Mesua stylosa (Thwaites) Kosterm.
5531,Diospyros crumenata Thwaites
5532,Cotylelobium lewisianum (Trim. ex Hook.f.) P.S.Ashton
5533,Diospyros thwaitesii Bedd.
5534,Cotylelobium scabriusculum Brandis
5535,Artocarpus nobilis Thwaites
5536,Dipterocarpus glandulosus Thwaites
5537,
5538,Dipterocarpus hispidus Thwaites
5539,
5540,Dipterocarpus insignis Thwaites
5541,Syzygium rotundifolium Arn.
5542,Dipterocarpus zeylanicus Thwaites
5543,Syzygium oliganthum Thwaites
5544,Hopea cordifolia Trim.
5545,Syzygium spathulatum Thwaites
5546,Hopea discolor Thwaites
5547,Syzygium umbrosum Thwaites
5548,Syzygium makul Gaertn.
5549,Syzygium micranthum Thwaites
5550,Shorea dyeri Thwaites ex Trimen
5551,Shorea lissophylla Thwaites
5552,
5553,Shorea oblongifolia Thwaites
5554,Anisophyllea cinnamomoides (Gardn. & Champ.) Alston
5555,Shorea pallescens P.S.Ashton
5556,Hopea brevipetiolaris (Thwaites) P.S.Ashton
5557,Shorea stipularis Thwaites
5558,Shorea affinis (Thwaites) P.S.Ashton
5559,Stemonoporus canaliculatus Thwaites
5560,Shorea congestiflora (Thwaites) P.S.Ashton
5561,Calophyllum bracteatum Thwaites
5562,Shorea cordifolia (Thwaites) P.S.Ashton
5563,Syzygium neesianum Arn.
5564,Shorea disticha (Thwaites) P.S.Ashton
5565,Shorea gardneri (Thwaites) P.S.Ashton
5566,Shorea megistophylla P.S.Ashton
5567,Shorea ovalifolia (Thwaites) P.S.Ashton
5568,Shorea trapezifolia (Thwaites) P.S.Ashton
5569,
5570,Euphorbia noxia Pax
5571,Shorea zeylanica (Thwaites) P.S.Ashton
5572,Euphorbia tanaensis P.R.O.Bally
5573,Stemonoporus acuminatus Thwaites
5574,Euphorbia lividiflora L.C.Leach
5575,Stemonoporus affinis Thwaites
5576,Stemonoporus cordifolius (Thwaites) Alston
5577,Stemonoporus elegans (Thwaites) Alston
5578,Stemonoporus gardneri Thwaites
5579,Stemonoporus lanceolatus Thwaites
5580,Stemonoporus lancifolius (Thwaites) P.S.Ashton
5581,Stemonoporus nitidus Thwaites
5582,Stemonoporus petiolaris Thwaites
5583,Stemonoporus reticulatus Thwaites
5584,Stemonoporus revolutus Trimen ex Hook.f.
5585,Stemonoporus rigidus Thwaites
5586,Vateria copallifera (Retz.) Alston
5587,Vatica affinis Thwaites
5588,Vatica obscura Trimen
5589,Adenanthera bicolor Moon
5590,
5591,Symplocos breedlovei Lundell
5592,Symplocos coccinea Humb. & Bonpl.
5593,Symplocos longipes Lundell
5594,Diospyros acuminata (Thwaites) Kosterm.
5595,Diospyros chaetocarpa Kosterm.
5596,Diospyros rheophytica Kosterm.
5597,Diospyros ebenoides Kosterm.
5598,Diospyros quaesita Thwaites
5599,Diospyros albiflora Alston
5600,Diospyros atrata (Thwaites) Alston
5601,Diospyros trichophylla Alston
5602,Diospyros attenuata Thwaites
5603,Diospyros acuta Thwaites
5604,Diospyros walkeri Gürke
5605,Diospyros hirsuta L.f.
5606,Symplocos cordifolia Thwaites
5607,Symplocos bractealis Thwaites
5608,Eugenia glabra Alston
5609,Eugenia amoena Thwaites
5610,Eugenia rotundata Trimen
5611,Eugenia terpnophylla Thwaites
5612,
5613,Eugenia rivulorum Thwaites
5614,Eugenia fulva Thwaites
5615,Syzygium turbinatum Alston
5616,Stahlia monosperma Urb.
5617,Euphorbia cussonioides P.R.O.Bally
5618,Styrax portoricensis Krug & Urb.
5619,Aloe ballyi Reynolds
5620,Ternstroemia luquillensis Krug & Urb.
5621,Acacia koaia Hillebr.
5622,Taxus floridana Nutt.
5623,Stenostomum portoricense Britton & P.Wilson
5624,Ternstroemia subsessilis (Britton) Kobuski
5625,Bobea timonioides Hillebr.
5626,Torreya taxifolia Arn.
5627,Brunfelsia portoricensis Krug & Urb.
5628,Buxus vahlii Baill.
5629,Agathis ovata (Vieill.) Warb.
5630,
5631,Araucaria bernieri J.Buchholz
5632,Byrsonima ophiticola Small ex Britton
5633,Araucaria biramulata J.Buchholz
5634,Callicarpa ampla Schauer
5635,Araucaria humboldtensis J.Buchholz
5636,
5637,Araucaria laubenfelsii Corbasson
5638,Clermontia drepanomorpha Rock
5639,Araucaria luxurians (Brongn. & Gris) de Laub.
5640,Clermontia lindseyana J.F.Rock
5641,Clermontia pyrularia Hillebr.
5642,Araucaria nemorosa de Laub.
5643,Colubrina oppositifolia Brongn. ex H.Mann
5644,Araucaria rulei F.Muell.
5645,Araucaria schmidii de Laub.
5646,Cornutia obovata Urb.
5647,Araucaria scopulorum de Laub.
5648,Araucaria subulata Vieill.
5649,Cyanea giffardii Rock
5650,Callitris neocaledonica Dümmer
5651,Callitris sulcata Schltr.
5652,Cyanea pycnocarpa (Hillebr.) E.Wimm.
5653,Libocedrus austrocaledonica Brongn. & Gris
5654,Cyrtandra giffardii Rock
5655,Libocedrus chevalieri J.Buchholz
5656,Dubautia reticulata (Sherff) D.D.Keck
5657,Libocedrus yateensis Guillaumin
5658,Eugenia haematocarpa Alain
5659,Neocallitropsis pancheri (Carriere) de Laub.
5660,Euphorbia haeleeleana Herbst
5661,Dacrydium araucarioides Brongn. & Gris
5662,Dacrydium guillauminii J.Buchholz
5663,Gardenia brighamii H.Mann
5664,Goetzea elegans Wydler
5665,Hesperomannia lydgatei Forbes
5666,Hibiscus clayi O.Deg. & I.Deg.
5667,Kokia cookei O.Deg.
5668,Kokia drynarioides Lewton
5669,Kokia kauaiensis (Rock) O.Deg. & Duvel
5670,
5671,Leitneria floridana Chapm.
5672,Marlierea sintenisii Kiaersk.
5673,
5674,
5675,Myrsine fernseei (Mez) Hosaka
5676,Myrsine mezii Hosaka
5677,Myrsine petiolata Hosaka
5678,Neraudia ovata Gaudich.
5679,Nothocestrum latifolium A.Gray
5680,Nothocestrum peltatum Skottsb.
5681,
5682,Pleodendron macranthum Tiegh.
5683,Psidium sintenisii (Kuersk.) Alain
5684,Psychotria grandiflora H.Mann
5685,Pteralyxia kauaiensis Caum
5686,Salix floridana Chapm.
5687,Schoepfia arenaria Britton
5688,
5689,Trichilia triacantha Urb.
5690,Urera kaalae Wawra
5691,Wikstroemia skottsbergiana Sparre
5692,Xylosma crenatum (H.St.John) H.St.John
5693,Gaussia gomez-pompae (H.J.Quero) H.J.Quero
5694,Agathis lanceolata Warb.
5695,Homalium rubiginosum Warb.
5696,Dacrydium lycopodioides Brongn. & Gris
5697,Homalium sleumerianum Lescot
5698,Podocarpus decumbens N.E.Gray
5699,
5700,Parasitaxus usta (Vieill.) de Laub.
5701,Lasiochlamys mandjeliana Sleumer
5702,Dacrycarpus vieillardii (Parl.) de Laub.
5703,Lasiochlamys pseudocoriacea Sleumer
5704,Podocarpus polyspermus de Laub.
5705,Lasiochlamys trichostemona (Guillaumin) Sleumer
5706,Acmopyle pancheri Pilg.
5707,Casearia kaalaensis Lescot & Sleumer
5708,Austrotaxus spicata Compton
5709,Casearia coriifolia Lescot & Sleumer
5710,Beauprea congesta Virot
5711,Kermadecia pronyensis (Guillaumin) Guillaumin
5712,
5713,Stenocarpus villosus Brongn. & Gris
5714,Stenocarpus dumbeensis Guillaumin
5715,Stenocarpus heterophyllus A.Brongn. & Gris
5716,Astronidium pallidiflorum A.C.Sm.
5717,Beauprea crassifolia Virot
5718,Aglaia gracilis A.C.Sm.
5719,Aloe comosa Marloth & A.Berger
5720,Cyrtandra tempestii Horne ex C.B.Clarke
5721,Aloe khamiesensis Pillans
5722,
5723,Elaeocarpus moratii C.Tirel
5724,Elaeocarpus colnettianus Guillaumin
5725,Sloanea lepida C.Tirel
5726,Sloanea suaveolens C.Tirel
5727,
5728,
5729,Cyrtandra anthropophagorum Seem. ex A.Gray
5730,
5731,Schefflera vitiensis Seem.
5732,Geissois imthurnii Turrill
5733,Geissois superba Gillespie
5734,Geissois stipularis A.C.Sm.
5735,
5736,Spiraeanthemum graeffei Seem.
5737,Spiraeanthemum katakata Seem.
5738,Spiraeanthemum serratum Gillespie
5739,Weinmannia exigua A.C.Sm.
5740,Weinmannia richii A.Gray
5741,Weinmannia spiraeoides A.Gray
5742,Weinmannia vitiensis Seem.
5743,Gardenia anapetes A.C.Sm.
5744,Gardenia gordonii Baker
5745,Gardenia grievei Horne ex Baker
5746,Gardenia hillii Horne ex Baker
5747,Gardenia hutchinsoniana Turrill
5748,Gardenia storckii Oliv.
5749,Gardenia vitiensis Seem.
5750,Endiandra lecardii Guillaumin
5751,Cryptocarya bitriplinervia Kosterm.
5752,Litsea imbricata Guillaumin
5753,Pandanus joskei Horne ex Balf.f.
5754,Pandanus taveuniensis H.St.John
5755,Homalium mathieuanum Briq.
5756,Homalium rubrocostatum Sleumer
5757,Homalium betulifolium Däniker
5758,Homalium polystachyum Briq.
5759,Homalium buxifolium Däniker
5760,Homalium juxtapositum Sleumer
5761,Xylosma peltatum (Sleumer) Lescot
5762,Xylosma capillipes Guillaumin
5763,Xylosma inaequinervium Sleumer
5764,Xylosma pininsulare Guillaumin
5765,Xylosma molestum Sleumer
5766,Xylosma serpentinum Sleumer
5767,Xylosma boulindae Sleumer
5768,Xylosma tuberculatum Sleumer
5769,Xylosma grossecrenatum (Sleumer) Lescot
5770,
5771,Polyalthia rufescens Hook.f. & Thomson
5772,Popowia beddomeana Hook.f. & Thomson
5773,
5774,
5775,Cyrtandra spathacea A.C.Sm.
5776,
5777,
5778,
5779,Symplocos sousae Almeda
5780,
5781,Guarea pyriformis T.D.Penn.
5782,
5783,Buchanania lanceolata Wight
5784,
5785,
5786,
5787,Cynometra beddomei Prain
5788,Pycnandra kaalaensis Aubrév.
5789,Cynometra bourdillonii Gamble
5790,
5791,Cynometra travancorica Bedd.
5792,Humboldtia bourdillonii Prain
5793,Humboldtia decurrens Bedd. ex Oliv.
5794,Humboldtia laurifolia Vahl
5795,
5796,Pycnandra blanchonii (Aubrév.) Swenson & Munzinger
5797,
5798,
5799,
5800,Eugenia discifera Gamble
5801,Ochrosia grandiflora Boiteau
5802,Eugenia singampattiana Bedd.
5803,
5804,Meteoromyrtus wynaadensis Gamble
5805,
5806,
5807,
5808,Syzygium chavaran Gamble
5809,Cerberiopsis obtusifolia (Van Heurck & Müll.Arg.) Boiteau
5810,Syzygium myhendrae Gamble
5811,Cerberiopsis neriifolia (S.Moore) Boiteau
5812,Syzygium occidentale (Bourd.) Gandhi
5813,Streblus sclerophyllus Corner
5814,
5815,Balanops balansae Baill.
5816,Gmelina lignum-vitreum Guillaumin
5817,Zieria chevalieri Virot
5818,Alphitonia erubescens Baill.
5819,Semecarpus riparia Virot
5820,Canarium whitei Guillaumin
5821,
5822,Pandanus clandestinus Stone
5823,Serianthes petitiana Guillaumin
5824,Platyspermation crassifolium Guillaumin
5825,Ixora margaretae (N.Hallé) Mouly & B.Bremer
5826,Pachypodium namaquanum Welw.
5827,Bocquillonia arborea Airy Shaw
5828,
5829,Cossinia trifoliata Radlk.
5830,Pandanus lacuum H.St.John ex B.C.Stone
5831,
5832,Oxera crassifolia Virot
5833,
5834,Geijera salicifolia Schott
5835,Cyclophyllum tenuipes Guillaumin
5836,
5837,
5838,Maingaya malayana Oliv.
5839,
5840,Goniothalamus wynaadensis Bedd.
5841,
5842,Orophea uniflora Hook.f. & Thomson
5843,
5844,Hopea erosa (Bedd.) Slooten
5845,Hopea jacobi C.E.C.Fisch.
5846,Vateria macrocarpa Gupta
5847,Eriolaena lushingtonii Dunn
5848,Pterospermum reticulatum Wight & Arn.
5849,
5850,Dysoxylum ficiforme Gamble
5851,Anacolosa densiflora Bedd
5852,Ilex gardneriana Wight
5853,Euonymus angulatus Wight
5854,
5855,Syzygium palghatense Gamble
5856,Syzygium stocksii Gamble
5857,Syzygium travancoricum Gamble
5858,Memecylon flavescens Gamble
5859,Memecylon sisparense Gamble
5860,Photinia lasiogyna (Franch.) C.K.Schneid.
5861,Schefflera bourdillonii Gamble
5862,Sorbus wallichii Hook.f.
5863,Ixora johnsonii Hook.f.
5864,
5865,Sloanea tomentosa Rehder & E.H.Wilson
5866,Ixora saulierei Gamble
5867,Pittosporum pauciflorum Hook. & Arn.
5868,Lasianthus ciliatus Wight
5869,
5870,Psychotria globicephala Gamble
5871,Saprosma fragrans Bedd.
5872,Eucommia ulmoides Oliv.
5873,Wendlandia angustifolia Wight ex Hook.f.
5874,Ardisia amplexicaulis Bedd.
5875,
5876,
5877,Madhuca bourdillonii H.J.Lam
5878,Symplocos anamallayana Bedd.
5879,Prunus henryi Koehne
5880,
5881,
5882,Myristica malabarica Lam.
5883,Actinodaphne bourneae Gamble
5884,Picea koyamae Shiras.
5885,Actinodaphne lanata Meisn.
5886,Actinodaphne salicina Meisn.
5887,Cinnamomum perrottetii Meisn.
5888,Cinnamomum riparium Gamble
5889,"Quercus dentata Thunb. ex Murray, 1784"
5890,Cryptocarya stocksii Meisn.
5891,Ilex praetermissa Kiew
5892,Litsea travancorica Gamble
5893,
5894,Miconia santaritensis Almeda
5895,
5896,
5897,Viburnum costaricanum Oerst.
5898,Rhamnella gilgitica Mansf. & Melch.
5899,Goniothalamus simonsii Hook.f. & Thomson
5900,Ilex khasiana Purakaystha
5901,Ilex venulosa Hook.f.
5902,Rhododendron subansiriense D.F.Chamb. & Cox
5903,Abies koreana E.H.Wilson
5904,Thuja koraiensis Nakai
5905,Fagus hayatae Palib. ex Hayata
5906,Sassafras randaiense Rehder
5907,Cinnamomum reticulatum Hayata
5908,Salix kusanoi (Hayata) C.K.Schneid. & Kimura
5909,
5910,
5911,Prunus transarisanensis Hayata
5912,Taiwania cryptomerioides Hayata
5913,Schefflera taiwaniana (Nakai) Kaneh.
5914,
5915,
5916,
5917,Euonymus grandiflorus Wall.
5918,
5919,Viburnum stellato-tomentosum Hemsl.
5920,Hernandia didymantha Donn.Sm.
5921,Gardenia mannii St.John & Kuykendall
5922,Hernandia stenura Standl.
5923,Sapindus oahuensis Hillebr.
5924,Zelkova carpinifolia (Pall.) C.Koch
5925,Sambucus tigranii Troitsky
5926,Beilschmiedia lumutensis Gamble
5927,Scolopia steenisiana Sleumer
5928,Tristaniopsis polyandra (Guillaumin) Peter G.Wilson & J.T.Waterh.
5929,Mangifera altissima Blanco
5930,Tristaniopsis vieillardii Brongn. & Gris
5931,Diospyros philippinensis A.DC.
5932,
5933,Rhizophora apiculata Blume
5934,Xanthostemon sulfureus Guillaumin
5935,Millettia pterocarpa Dunn
5936,Xanthostemon sebertii Guillaumin
5937,Lagerstroemia langkawiensis Furtado & Montien
5938,Pericopsis mooniana Thwaites
5939,Madhuca calcicola P.Royen
5940,Madhuca ridleyi H.J.Lam
5941,Eusideroxylon zwageri Teijsm. & Binn.
5942,Mangifera indica L.
5943,Erythrina euodiphylla Hasskarl
5944,Alstonia spatulata Blume
5945,Mangifera gracilipes Hook.f.
5946,Mangifera foetida Lour.
5947,Saurauia villosa DC.
5948,Mangifera macrocarpa Blume
5949,Saurauia scabrida Hemsl.
5950,Mangifera pajang Kosterm.
5951,Saurauia leucocarpa Schltdl.
5952,Mangifera parvifolia Boerl. & Koord.
5953,Terminalia cherrieri MacKee
5954,Mangifera similis Blume
5955,Mangifera superba Hook.f.
5956,Pyrus hakkiarica Browicz
5957,Pyrus anatolica Browicz
5958,Elaeocarpus prunifolius (C.Mueller) Masters
5959,Pittosporum eriocarpum Royle
5960,Neolitsea daibuensis Kamikoti
5961,Cinnamomum osmophloeum Kaneh.
5962,Cinnamomum kotoense Kaneh. & Sasaki
5963,Diospyros kotoensis T.Yamaz.
5964,Barringtonia asiatica Kurz
5965,
5966,
5967,
5968,Geniostoma stipulare A.C.Sm. & Stone
5969,
5970,
5971,Paulownia kawakamii Ito
5972,Eurycorymbus cavaleriei (H.Lév.) Rehder & Hand.-Mazz.
5973,Pitavia punctata Molina
5974,Gomortega keule (Molina) Gunckel
5975,Citronella mucronata (Ruiz & Pav.) D.Don
5976,Cleistanthus kingii Jabl.
5977,
5978,Popowia velutina King
5979,Miliusa parviflora Ridl.
5980,Canarium perlisanum Leenh.
5981,
5982,Cleistanthus parvifolius Hook.f.
5983,Drypetes nervosa Pax & K.Hoffm.
5984,Drypetes oxyodonta Airy Shaw
5985,Homalium kunstleri King
5986,Diospyros selangorensis Bakh.
5987,
5988,Diospyros trengganuensis Ng
5989,Mangifera odorata Griff.
5990,Rhododendron wrayi King & Gamble
5991,Diospyros tristis King & Gamble
5992,Mangifera caesia Jack
5993,
5994,Mangifera monandra Merr.
5995,Antidesma cruciforme Gage
5996,Mangifera sylvatica Roxb.
5997,Croton lucidus L.
5998,Agathis flavescens Ridl.
5999,Croton macrocarpus Ridl.
6000,Drypetes perakensis Gage
6001,Glochidion carrickii Airy Shaw
6002,Saurauia malayana Hoogland
6003,
6004,Saurauia rubens Ridl.
6005,Glochidion stylosum Ridl.
6006,Gluta capituliflora Ding Hou
6007,Glochidion symingtonii Airy Shaw
6008,Gluta lanceolata Ridl.
6009,Koilodepas ferrugineum Hook.f.
6010,Melanochyla nitida King
6011,
6012,Swintonia robinsonii Ridl.
6013,
6014,Alphonsea curtisii King
6015,
6016,Alphonsea maingayi Hook.f. & Thomson
6017,Phyllanthus watsonii Airy Shaw
6018,
6019,
6020,
6021,
6022,
6023,
6024,Dipterocarpus perakensis P.S.Ashton
6025,Trigonostemon rufescens Jabl.
6026,Dipterocarpus rotundifolius Foxw.
6027,
6028,Hopea auriculata Foxw.
6029,Castanopsis scortechinii Gamble
6030,Hopea glaucescens Symington
6031,Lithocarpus burkillii A.Camus
6032,Hopea johorensis Symington
6033,
6034,Hopea polyalthioides Symington
6035,Lithocarpus erythrocarpus (Ridl.) A.Camus
6036,Hopea pubescens Ridl.
6037,Lithocarpus kingianus (Gamble) A.Camus
6038,Hopea subalata Symington
6039,Hopea sulcata Symington
6040,Parashorea densiflora Slooten & Symington
6041,Shorea bentongensis Foxw.
6042,Shorea ciliata King
6043,Shorea collina Ridl.
6044,
6045,Shorea lumutensis Symington
6046,Shorea maxima (King) Symington
6047,Shorea submontana Symington
6048,Vatica cuspidata (Ridl.) Desch
6049,Vatica flavida Foxw.
6050,Vatica heteroptera Symington
6051,Vatica hullettii (Ridl.) P.S.Ashton
6052,Vatica lobata Foxw.
6053,Vatica lowii King
6054,Vatica pallida Dyer
6055,Vatica scortechinii Ridl.
6056,Diospyros adenophora Bakh.
6057,Diospyros argentea Griff.
6058,Diospyros bibracteata Bakh.
6059,Diospyros blumutensis Ng
6060,Diospyros conformis Bakh.
6061,Diospyros daemona Bakh.
6062,Diospyros foxworthyi Bakh.
6063,
6064,Diospyros ismailii Ng
6065,
6066,
6067,Diospyros penangiana King & Gamble
6068,Diospyros rufa King & Gamble
6069,
6070,Baccaurea polyneura Hook.f.
6071,Bridelia whitmorei Airy Shaw
6072,Cleistanthus bracteosus Jabl.
6073,
6074,Cleistanthus glandulosus Jabl.
6075,Cleistanthus lanuginosus Jabl.
6076,Cleistanthus major Airy Shaw
6077,Cleistanthus membranaceus Hook.f.
6078,
6079,Myristica maingayi Hook.f.
6080,
6081,
6082,Lithocarpus kunstleri (King) A.Camus
6083,
6084,Lithocarpus maingayi Rehder
6085,
6086,Lithocarpus neorobinsonii A.Camus
6087,
6088,Casearia albicans Wall. ex Clarke
6089,Eugenia caudata Planch.
6090,Casearia flexula Ridl.
6091,
6092,Casearia macrocarpa C.B.Clarke
6093,
6094,Homalium spathulatum Ridl.
6095,
6096,
6097,
6098,Hydnocarpus filipes Symington & Sleumer
6099,
6100,Hydnocarpus humei Ridl.
6101,
6102,
6103,
6104,Hydnocarpus scortechinii King
6105,
6106,Ryparosa fasciculata King
6107,
6108,
6109,
6110,Garcinia burkillii Whitmore
6111,
6112,Garcinia cantleyana var. grandifolia Whitmore
6113,
6114,
6115,Eugenia polita Wall.
6116,Garcinia costata Hemsl. ex King
6117,
6118,Garcinia diversifolia King
6119,Eugenia prainiana King
6120,Garcinia hendersoniana Whitmore
6121,
6122,Garcinia holttumii Ridl.
6123,
6124,Garcinia monantha Ridl.
6125,
6126,
6127,
6128,Garcinia murtonii Whitmore
6129,
6130,Garcinia opaca King
6131,
6132,Garcinia pyrifera Ridl.
6133,
6134,Garcinia uniflora King
6135,Mammea malayana Kosterm.
6136,Mesua daphnifolia (Ridl.) Kosterm.
6137,
6138,Mesua kunstleri (King) Kosterm.
6139,Mesua nivenii Whitmore
6140,Mesua nuda Kosterm. ex Whitmore
6141,Mesua purseglovei Whitmore
6142,Mesua rosea (Ridl.) Kosterm.
6143,Mesua wrayi (King) Kosterm.
6144,
6145,
6146,
6147,Barringtonia payensiana Whitmore
6148,
6149,
6150,Crudia penduliflora Ridl.
6151,Crudia scortechinii Prain
6152,Fordia incredibilis Whitmore
6153,Fordia lanceolata Ridl.
6154,Fordia ophirensis Ridl.
6155,Fordia pauciflora Dunn
6156,Millettia decipiens Prain
6157,
6158,Ormosia gracilis Prain
6159,Ormosia polita Prain
6160,Memecylon hullettii King
6161,Memecylon kunstleri King
6162,Horsfieldia flocculosa Warb.
6163,Horsfieldia fulva (King) Warb.
6164,Horsfieldia superba Warb.
6165,Knema lamellaria W.J.de Wilde
6166,Knema oblongifolia var. monticola (King) Warb.
6167,Knema plumulosa J.Sinclair
6168,Knema retusa Warb.
6169,
6170,
6171,
6172,
6173,
6174,
6175,
6176,
6177,
6178,
6179,Eugenia aceitillo Urb.
6180,
6181,
6182,
6183,Eugenia acutissima Urb. & Ekman
6184,
6185,Eugenia bayatensis Urb.
6186,
6187,Eugenia excisa Urb.
6188,
6189,Pachyanthus pedicellatus Urb.
6190,
6191,Tetrazygia elegans Urb.
6192,
6193,Amyris polymorpha Urb.
6194,
6195,
6196,
6197,Helietta glaucescens Urb.
6198,
6199,Trichilia pungens Urb.
6200,Allophylus roigii H.Lippold
6201,
6202,Euchorium cubense Ekman & Radlk.
6203,Annona cristalensis (Alain) Borhidi & Moncada
6204,Erythroxylum echinodendron O.E.Schulz
6205,Annona ekmanii R.E.Fr.
6206,Bunchosia linearifolia P.Wilson
6207,
6208,
6209,Gyminda orbicularis Borhidi & O.Muñiz
6210,Chionanthus caudifolius (Ridl.) Kiew
6211,Ximenia roigii León
6212,Chionanthus lancifolius (Ridl.) Kiew
6213,Cameraria microphylla Britton
6214,Chionanthus spiciferus (Ridl.) Kiew
6215,Tabernaemontana apoda Wright
6216,Psychotria cathetoneura Urb.
6217,Xylopia ekmanii R.E.Fr.
6218,Cordia valenzuelana A.Rich.
6219,Catalpa brevipes Urb.
6220,Hernandia cubensis Griseb.
6221,
6222,Synapsis ilicifolia Griseb.
6223,
6224,
6225,Tabebuia bibracteolata Britton
6226,
6227,Tabebuia jackiana Ekman ex Urb.
6228,
6229,
6230,Clerodendrum denticulatum Moldenke
6231,Neea ekmanii Heimerl
6232,Vitex acunae Borhidi & O.Muñiz
6233,
6234,
6235,Lunania dodecandra C.Wright
6236,Lunania elongata Britton & P.Wilson
6237,
6238,
6239,
6240,
6241,Cnidoscolus matosii León
6242,Cnidoscolus rangel (M.Gómez) McVaugh
6243,
6244,Tapura orbicularis Ekman ex Urb.
6245,Daphnopsis calcicola Ekman ex Urb.
6246,
6247,
6248,
6249,
6250,
6251,Cynometra cubensis A.Rich.
6252,Ateleia salicifolia Mohlenbr.
6253,
6254,Erythrina elenae R.A.Howard & W.R.Briggs
6255,Harpalyce maisiana León & Alain
6256,Calyptranthes arenicola Urb.
6257,
6258,
6259,Calyptranthes pozasiana Urb.
6260,Calyptranthes rostrata Griseb.
6261,Pimenta cainitoides (Urb.) Burret
6262,
6263,
6264,
6265,
6266,
6267,
6268,Henriettea punctata M.Gómez
6269,Henriettea squamata (Alain) Alain
6270,Miconia perelegans Urb.
6271,Dipterocarpus sublamellatus Foxw.
6272,Sarcotheca glomerula Veldkamp
6273,Hopea montana Symington
6274,
6275,Disepalum pulchrum (King) J.Sinclair
6276,Hopea nervosa King
6277,Enicosanthum congregatum (King) Airy Shaw
6278,Hopea nutans Ridl.
6279,Enicosanthum cupulare (Kin) Airy Shaw
6280,Anisophyllea curtisii King
6281,Enicosanthum macranthum (King) J.Sinclair
6282,Pellacalyx saccardianus Pers.
6283,Enicosanthum praestigiosum J.Sinclair
6284,Atuna penangiana (Kosterm.) Kosterm.
6285,Goniothalamus calycinus J.Sinclair
6286,
6287,Goniothalamus curtisii King
6288,
6289,Goniothalamus holttumii J.Sinclair
6290,Prunus odorata (Hend.) Whitmore
6291,Goniothalamus montanus J.Sinclair
6292,
6293,Goniothalamus tenuifolius var. arborescens King
6294,Glycosmis crassifolia Ridl.
6295,
6296,Glycosmis decipiens B.C.Stone
6297,Miliusa amplexicaulis Ridl.
6298,Glycosmis perakensis V.Naray.
6299,Orophea hastata King
6300,Glycosmis tomentella Ridl.
6301,Polyalthia glabra (Hook.f. & Thomson) J.Sinclair
6302,Tetractomia majus Hook.f.
6303,Polyalthia hirtifolia J.Sinclair
6304,Madhuca aristulata H.J.Lam
6305,Polyalthia hookeriana King
6306,Madhuca cuprea H.J.Lam
6307,Polyalthia hypogaea King
6308,Madhuca longistyla H.J.Lam
6309,Popowia pauciflora Maingay ex Hook.f. & Thomson
6310,
6311,Madhuca penangiana H.J.Lam
6312,Popowia perakensis King
6313,Pseuduvaria cerina J.Sinclair
6314,Madhuca penicillata H.J.Lam
6315,Pseuduvaria galeata J.Sinclair
6316,Madhuca rufa (King & Gamble) P.Royen
6317,
6318,Payena selangorica King & Gamble
6319,Pseuduvaria taipingensis J.Sinclair
6320,Madhuca sessiliflora P.Royen
6321,Trivalvaria nervosa (Hook.f. & Thomson) J.Sinclair
